School_ID,num_of_items_purchased,num_of_problem_BC_filtered,num_of_hints,problemA_accuracy,concept_post,concept_pre,CPETECOP,CPETLEPP,CPETSPEP,CPETHISP,CPETBLAP,CPETWHIP,CPETASIP,Student_ID
161807002,15.0,0.0,73.0,0.730769230769,,,46.6,25.2,5.5,23.8,32.7,30.7,10.4,63
161807002,5.0,0.0,18.0,0.86,,,46.6,25.2,5.5,23.8,32.7,30.7,10.4,64
161807002,12.0,79.0,92.0,0.7153284671529999,,,46.6,25.2,5.5,23.8,32.7,30.7,10.4,65
161807002,11.0,4.0,10.0,0.712962962963,,,46.6,25.2,5.5,23.8,32.7,30.7,10.4,66
161807002,12.0,0.0,68.0,0.777027027027,,,46.6,25.2,5.5,23.8,32.7,30.7,10.4,67
161807002,13.0,11.0,19.0,0.74358974359,,,46.6,25.2,5.5,23.8,32.7,30.7,10.4,68
161807002,3.0,89.0,24.0,0.929515418502,,,46.6,25.2,5.5,23.8,32.7,30.7,10.4,69
161807002,9.0,0.0,75.0,0.625,,,46.6,25.2,5.5,23.8,32.7,30.7,10.4,70
161807002,8.0,0.0,13.0,0.65625,,,46.6,25.2,5.5,23.8,32.7,30.7,10.4,71
161807002,5.0,62.0,68.0,0.793220338983,,,46.6,25.2,5.5,23.8,32.7,30.7,10.4,72
161807002,30.0,12.0,89.0,0.8181818181820001,,,46.6,25.2,5.5,23.8,32.7,30.7,10.4,73
161807002,14.0,14.0,6.0,0.793103448276,,,46.6,25.2,5.5,23.8,32.7,30.7,10.4,74
161807002,6.0,6.0,3.0,1.0,,,46.6,25.2,5.5,23.8,32.7,30.7,10.4,75
227816006,8.0,12.0,0.0,0.7727272727269999,2.4,1.8,31.5,29.2,5.4,14.7,16.3,30.8,33.9,76
227816006,45.0,126.0,53.0,0.924731182796,1.0,2.0,31.5,29.2,5.4,14.7,16.3,30.8,33.9,77
227816006,23.0,179.0,25.0,0.838461538462,1.6,2.8,31.5,29.2,5.4,14.7,16.3,30.8,33.9,78
227816006,26.0,112.0,45.0,0.865284974093,2.4,2.0,31.5,29.2,5.4,14.7,16.3,30.8,33.9,79
227816006,29.0,0.0,5.0,0.906542056075,2.2,1.4,31.5,29.2,5.4,14.7,16.3,30.8,33.9,80
227816006,41.0,83.0,19.0,0.865,2.0,2.2,31.5,29.2,5.4,14.7,16.3,30.8,33.9,81
227816006,19.0,14.0,19.0,0.7627118644069999,2.0,3.0,31.5,29.2,5.4,14.7,16.3,30.8,33.9,82
227816006,18.0,0.0,9.0,0.833333333333,2.2,4.0,31.5,29.2,5.4,14.7,16.3,30.8,33.9,83
227816006,7.0,2.0,5.0,0.705882352941,2.6,2.0,31.5,29.2,5.4,14.7,16.3,30.8,33.9,84
227816006,23.0,0.0,123.0,0.683823529412,3.4,4.0,31.5,29.2,5.4,14.7,16.3,30.8,33.9,85
227816006,9.0,0.0,11.0,0.71875,2.6,2.333333333,31.5,29.2,5.4,14.7,16.3,30.8,33.9,86
227816006,0.0,0.0,0.0,0.846153846154,,2.8,31.5,29.2,5.4,14.7,16.3,30.8,33.9,87
227816006,48.0,238.0,30.0,0.928104575163,1.0,2.0,31.5,29.2,5.4,14.7,16.3,30.8,33.9,88
227816006,23.0,14.0,32.0,0.8914728682170001,1.0,1.0,31.5,29.2,5.4,14.7,16.3,30.8,33.9,89
227816006,2.0,0.0,0.0,0.428571428571,2.6,2.666666667,31.5,29.2,5.4,14.7,16.3,30.8,33.9,90
227816006,29.0,0.0,4.0,0.852713178295,2.2,3.0,31.5,29.2,5.4,14.7,16.3,30.8,33.9,91
227816006,5.0,0.0,60.0,0.7974683544300001,1.6,2.8,31.5,29.2,5.4,14.7,16.3,30.8,33.9,92
227816006,8.0,0.0,2.0,0.666666666667,1.2,1.25,31.5,29.2,5.4,14.7,16.3,30.8,33.9,93
227816006,25.0,0.0,12.0,0.852713178295,1.4,2.2,31.5,29.2,5.4,14.7,16.3,30.8,33.9,94
227816006,10.0,0.0,4.0,0.655172413793,1.0,2.6,31.5,29.2,5.4,14.7,16.3,30.8,33.9,95
227816006,23.0,0.0,6.0,0.87,3.0,1.0,31.5,29.2,5.4,14.7,16.3,30.8,33.9,96
227816006,8.0,0.0,2.0,0.80487804878,2.4,2.6,31.5,29.2,5.4,14.7,16.3,30.8,33.9,97
227816006,3.0,0.0,0.0,,,2.4,31.5,29.2,5.4,14.7,16.3,30.8,33.9,98
227816006,3.0,0.0,1.0,0.535714285714,,2.0,31.5,29.2,5.4,14.7,16.3,30.8,33.9,99
227816006,4.0,0.0,0.0,0.692307692308,,,31.5,29.2,5.4,14.7,16.3,30.8,33.9,100
227816006,5.0,0.0,16.0,0.903846153846,,1.0,31.5,29.2,5.4,14.7,16.3,30.8,33.9,101
227816006,12.0,8.0,9.0,0.644230769231,,1.0,31.5,29.2,5.4,14.7,16.3,30.8,33.9,102
227816006,3.0,0.0,3.0,0.558823529412,,,31.5,29.2,5.4,14.7,16.3,30.8,33.9,103
227816006,7.0,0.0,50.0,0.865,,3.2,31.5,29.2,5.4,14.7,16.3,30.8,33.9,104
227816006,3.0,0.0,8.0,0.595041322314,,3.4,31.5,29.2,5.4,14.7,16.3,30.8,33.9,105
227816006,3.0,0.0,16.0,0.80487804878,,2.4,31.5,29.2,5.4,14.7,16.3,30.8,33.9,106
227816006,3.0,0.0,0.0,0.14285714285700002,,2.2,31.5,29.2,5.4,14.7,16.3,30.8,33.9,107
227816006,3.0,0.0,0.0,0.846153846154,,2.6,31.5,29.2,5.4,14.7,16.3,30.8,33.9,108
227816006,4.0,0.0,12.0,0.872483221477,,1.6,31.5,29.2,5.4,14.7,16.3,30.8,33.9,109
227816006,3.0,0.0,0.0,0.14285714285700002,,,31.5,29.2,5.4,14.7,16.3,30.8,33.9,110
227816006,3.0,0.0,3.0,1.0,,1.4,31.5,29.2,5.4,14.7,16.3,30.8,33.9,111
227816006,6.0,0.0,3.0,0.741935483871,,4.0,31.5,29.2,5.4,14.7,16.3,30.8,33.9,112
227816006,7.0,0.0,8.0,0.8314606741570001,,3.2,31.5,29.2,5.4,14.7,16.3,30.8,33.9,113
227816006,5.0,0.0,3.0,0.875,,2.8,31.5,29.2,5.4,14.7,16.3,30.8,33.9,114
227816006,5.0,0.0,1.0,0.7875,,3.0,31.5,29.2,5.4,14.7,16.3,30.8,33.9,115
227816006,3.0,0.0,0.0,0.846153846154,,2.8,31.5,29.2,5.4,14.7,16.3,30.8,33.9,116
227816006,0.0,0.0,10.0,0.8095238095239999,,3.2,31.5,29.2,5.4,14.7,16.3,30.8,33.9,117
227816006,5.0,0.0,1.0,0.8571428571430001,,4.0,31.5,29.2,5.4,14.7,16.3,30.8,33.9,118
227816006,33.0,0.0,8.0,0.8114754098360001,,2.8,31.5,29.2,5.4,14.7,16.3,30.8,33.9,119
227816006,14.0,0.0,30.0,0.888888888889,,2.2,31.5,29.2,5.4,14.7,16.3,30.8,33.9,120
227816006,27.0,8.0,7.0,0.914728682171,,2.2,31.5,29.2,5.4,14.7,16.3,30.8,33.9,121
227816006,41.0,125.0,3.0,0.977011494253,,3.2,31.5,29.2,5.4,14.7,16.3,30.8,33.9,122
227816006,14.0,0.0,4.0,0.875,,,31.5,29.2,5.4,14.7,16.3,30.8,33.9,123
227816006,7.0,0.0,1.0,0.965517241379,,3.2,31.5,29.2,5.4,14.7,16.3,30.8,33.9,124
227816006,8.0,0.0,5.0,0.692307692308,,2.2,31.5,29.2,5.4,14.7,16.3,30.8,33.9,125
227816006,13.0,0.0,3.0,0.875,,2.8,31.5,29.2,5.4,14.7,16.3,30.8,33.9,126
227816006,11.0,0.0,20.0,0.862068965517,,2.4,31.5,29.2,5.4,14.7,16.3,30.8,33.9,127
227816006,21.0,0.0,4.0,0.87323943662,,1.0,31.5,29.2,5.4,14.7,16.3,30.8,33.9,128
227816006,33.0,9.0,5.0,0.901960784314,,2.6,31.5,29.2,5.4,14.7,16.3,30.8,33.9,129
227816006,11.0,0.0,45.0,0.6311475409839999,,3.2,31.5,29.2,5.4,14.7,16.3,30.8,33.9,130
227816006,3.0,0.0,1.0,0.714285714286,,2.6,31.5,29.2,5.4,14.7,16.3,30.8,33.9,131
227816006,8.0,0.0,0.0,,1.2,,31.5,29.2,5.4,14.7,16.3,30.8,33.9,132
227816006,18.0,0.0,27.0,0.7730496453899999,3.2,,31.5,29.2,5.4,14.7,16.3,30.8,33.9,133
227816006,0.0,0.0,3.0,0.619047619048,3.2,,31.5,29.2,5.4,14.7,16.3,30.8,33.9,134
227816006,8.0,0.0,1.0,0.833333333333,1.5,,31.5,29.2,5.4,14.7,16.3,30.8,33.9,135
227816006,3.0,0.0,5.0,0.689655172414,,,31.5,29.2,5.4,14.7,16.3,30.8,33.9,136
227816006,4.0,0.0,3.0,0.833333333333,,,31.5,29.2,5.4,14.7,16.3,30.8,33.9,137
227816006,3.0,0.0,5.0,0.717391304348,,,31.5,29.2,5.4,14.7,16.3,30.8,33.9,138
227816006,4.0,0.0,4.0,0.5957446808510001,,,31.5,29.2,5.4,14.7,16.3,30.8,33.9,139
227816006,3.0,0.0,4.0,0.935185185185,,,31.5,29.2,5.4,14.7,16.3,30.8,33.9,140
227816006,8.0,0.0,0.0,0.846153846154,,,31.5,29.2,5.4,14.7,16.3,30.8,33.9,141
227816006,10.0,0.0,1.0,0.8793103448280001,,,31.5,29.2,5.4,14.7,16.3,30.8,33.9,142
227816006,11.0,0.0,6.0,0.955056179775,,,31.5,29.2,5.4,14.7,16.3,30.8,33.9,143
227816006,17.0,0.0,3.0,0.943661971831,,,31.5,29.2,5.4,14.7,16.3,30.8,33.9,144
227816006,13.0,0.0,3.0,0.8987341772149999,,,31.5,29.2,5.4,14.7,16.3,30.8,33.9,145
227816006,7.0,0.0,6.0,0.875,,,31.5,29.2,5.4,14.7,16.3,30.8,33.9,146
227816006,8.0,9.0,4.0,0.777777777778,,,31.5,29.2,5.4,14.7,16.3,30.8,33.9,147
15828003,31.0,8.0,57.0,0.88,2.4,3.8,71.1,35.8,4.9,71.8,0.2,26.8,0.5,148
15828003,20.0,163.0,204.0,0.855172413793,3.4,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,149
15828003,9.0,0.0,13.0,0.818791946309,1.6,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,150
15828003,50.0,283.0,36.0,0.883419689119,1.8,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,151
15828003,4.0,0.0,24.0,0.541237113402,3.2,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,152
15828003,25.0,0.0,41.0,0.9,1.75,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,153
15828003,4.0,0.0,7.0,0.510869565217,3.0,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,154
15828003,3.0,0.0,4.0,0.7021276595739999,4.0,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,155
15828003,33.0,110.0,12.0,0.7727272727269999,2.0,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,156
15828003,5.0,0.0,3.0,0.603448275862,1.8,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,157
15828003,11.0,164.0,35.0,0.85409252669,1.8,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,158
15828003,3.0,0.0,3.0,0.672413793103,3.2,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,159
15828003,5.0,0.0,1.0,0.7428571428569999,2.8,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,160
15828003,9.0,23.0,85.0,0.630188679245,1.8,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,161
15828003,3.0,17.0,127.0,0.7272727272730001,3.0,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,162
15828003,15.0,0.0,19.0,0.489795918367,3.2,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,163
15828003,19.0,0.0,8.0,0.7340425531910001,1.6,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,164
15828003,17.0,0.0,23.0,0.6435643564360001,3.2,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,165
15828003,15.0,0.0,3.0,0.58041958042,2.8,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,166
15828003,33.0,67.0,112.0,0.830508474576,1.0,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,167
15828003,17.0,0.0,106.0,0.708860759494,2.4,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,168
15828003,31.0,6.0,50.0,0.7330508474580001,1.6,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,169
15828003,17.0,114.0,13.0,0.778597785978,1.8,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,170
15828003,26.0,0.0,5.0,0.801652892562,3.0,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,171
15828003,20.0,0.0,10.0,0.738095238095,3.8,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,172
15828003,15.0,0.0,141.0,0.7969924812029999,1.8,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,173
15828003,23.0,0.0,22.0,0.624060150376,2.2,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,174
15828003,23.0,81.0,143.0,0.739622641509,4.0,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,175
15828003,24.0,0.0,178.0,0.8068181818179999,2.4,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,176
15828003,12.0,0.0,29.0,0.483870967742,2.4,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,177
15828003,28.0,0.0,13.0,0.824817518248,2.2,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,178
15828003,3.0,16.0,8.0,0.647058823529,3.0,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,179
15828003,15.0,24.0,87.0,0.733333333333,3.0,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,180
15828003,18.0,0.0,33.0,0.7974683544300001,3.2,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,181
15828003,11.0,203.0,24.0,0.8817567567569999,2.6,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,182
15828003,13.0,15.0,28.0,0.709302325581,3.8,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,183
15828003,22.0,0.0,11.0,0.6307692307689999,3.0,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,184
15828003,11.0,0.0,26.0,0.909090909091,1.2,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,185
15828003,16.0,0.0,17.0,0.759259259259,3.6,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,186
15828003,15.0,0.0,62.0,0.632183908046,2.75,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,187
15828003,3.0,6.0,54.0,0.775,1.0,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,188
15828003,3.0,0.0,4.0,0.6764705882350001,3.0,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,189
15828003,17.0,0.0,54.0,0.7894736842110001,3.6,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,190
15828003,10.0,0.0,83.0,0.632530120482,3.8,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,191
15828003,22.0,0.0,11.0,0.779141104294,2.2,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,192
15828003,3.0,143.0,29.0,0.934426229508,1.8,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,193
15828003,3.0,138.0,108.0,0.891089108911,2.0,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,194
15828003,3.0,0.0,4.0,0.739130434783,2.0,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,195
15828003,3.0,0.0,7.0,0.888888888889,1.0,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,196
15828003,3.0,0.0,9.0,0.827067669173,3.75,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,197
15828003,3.0,137.0,19.0,0.859437751004,1.4,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,198
15828003,3.0,0.0,14.0,0.925531914894,2.6,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,199
15828003,3.0,0.0,9.0,0.7701863354039999,2.2,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,200
15828003,3.0,0.0,22.0,0.6311475409839999,2.2,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,201
15828003,3.0,0.0,34.0,0.763440860215,1.6,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,202
15828003,3.0,0.0,3.0,0.6623376623380001,3.2,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,203
15828003,3.0,0.0,6.0,0.900826446281,1.4,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,204
15828003,3.0,0.0,9.0,0.666666666667,2.6,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,205
15828003,3.0,0.0,44.0,0.6647727272730001,2.0,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,206
15828003,3.0,0.0,13.0,0.8571428571430001,1.6,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,207
15828003,3.0,0.0,3.0,0.6068376068379999,3.0,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,208
15828003,3.0,0.0,10.0,0.759493670886,3.2,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,209
15828003,3.0,0.0,29.0,0.7130434782610001,1.4,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,210
15828003,3.0,0.0,6.0,0.816901408451,4.0,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,211
15828003,3.0,0.0,0.0,0.714285714286,1.4,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,212
15828003,3.0,0.0,1.0,0.845070422535,2.8,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,213
15828003,3.0,0.0,46.0,0.677570093458,2.6,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,214
15828003,15.0,0.0,10.0,0.909090909091,,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,215
15828003,14.0,0.0,4.0,0.6842105263160001,,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,216
15828003,18.0,25.0,62.0,0.7374517374519999,,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,217
15828003,15.0,0.0,13.0,0.913793103448,,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,218
15828003,14.0,0.0,25.0,0.897058823529,,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,219
15828003,21.0,0.0,37.0,0.826086956522,,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,220
15828003,15.0,0.0,14.0,0.721804511278,,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,221
15828003,3.0,0.0,15.0,0.7037037037039999,,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,222
15828003,14.0,0.0,9.0,0.776595744681,,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,223
15828003,16.0,0.0,13.0,0.881818181818,,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,224
15828003,21.0,0.0,10.0,0.7573529411759999,,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,225
15828003,13.0,0.0,40.0,0.7037037037039999,,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,226
15828003,25.0,0.0,12.0,0.633720930233,,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,227
15828003,13.0,0.0,5.0,0.614173228346,,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,228
15828003,11.0,0.0,2.0,0.5675675675680001,,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,229
15828003,3.0,0.0,1.0,0.844827586207,,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,230
15828003,12.0,0.0,25.0,0.8190476190479999,,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,231
15828003,22.0,12.0,41.0,0.8468085106380001,,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,232
15828003,16.0,0.0,21.0,0.8,,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,233
15828003,14.0,0.0,9.0,0.670886075949,,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,234
15828003,24.0,0.0,5.0,0.738636363636,,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,235
15828003,14.0,11.0,7.0,0.7272727272730001,,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,236
15828003,8.0,0.0,15.0,0.760563380282,,,71.1,35.8,4.9,71.8,0.2,26.8,0.5,237
101858005,33.0,0.0,5.0,0.8909090909090001,1.6,,55.6,12.9,6.9,40.7,19.6,22.0,16.1,238
